Line,Line_Name,Sub_Region_of_Primary_Service,Predominant_Vehicle_Type,TSG_Service_Type,Population,Employment,Average_One_Way_Trip_Dist_km,AVG_speed_km_per_hr,RANK_Annual_Boardings,Annual_Boardings,AVG_Daily_Boardings_MF,AVG_Daily_Boardings_Sat,AVG_Daily_Boardings_SunHol,Annual_Revenue_Hours_with_Overc,On_Time_Performance_Percentage,Annual_Service_Cost,Annual_Service_Hours,Exchange_Connections,Rail_Connections,SHAPE__Length,TSPR_Year,OBJECTID,SHAPE__Length_2
210,UPPER LYNN VALLEY/BURRARD STATION,North Shore,Std. Bus,Peak Frequent,83000,177000,9.6,23 km/h,89,857705,2743,1675,1313,1,79%,3275118,30162,Burrard; Lynn Valley Centre NightBus; NightBus District; Phibbs,Expo/Millennium Line,41979.28048,2023,497,41979.28048
211,SEYMOUR/PHIBBS EXCH/BURRARD STATION,North Shore,Std. Bus,Peak Frequent,78000,177000,13.4,27 km/h,102,651839,1982,1436,1280,1,80%,2802958,26994,Burrard; Deep Cove; NightBus District; Phibbs,Expo/Millennium Line,54748.01251,2023,498,54748.01251
212,DEEP COVE/PHIBBS EXCH,North Shore,Std. Bus,Basic,13000,10000,8.8,31 km/h,131,272252,828,602,530,0,85%,1175693,10794,Deep Cove; Phibbs,None,16662.75617,2023,499,16662.75617
215,INDIAN RIVER/PHIBBS EXCH,North Shore,Mini-Bus,Peak Frequent,10000,11000,6.8,28 km/h,141,201984,664,363,262,0,92%,967479,11043,Phibbs,None,15015.95537,2023,500,15015.95537
227,LYNN VALLEY/PHIBBS EXCHANGE,North Shore,Mini-Bus,Standard,19000,9000,7.4,24 km/h,148,146830,367,511,458,0,88%,741934,8720,Lynn Valley Centre NightBus; Phibbs,None,12903.86772,2023,501,12903.86772
228,LYNN VALLEY/LONSDALE QUAY,North Shore,Std. Bus,Peak Frequent,43000,15000,5.8,22 km/h,106,575175,1750,1353,1056,0,83%,2147431,19989,Lonsdale Quay; Lynn Valley Centre NightBus,None,17683.33885,2023,502,17683.33885
229,LYNN VALLEY/LONSDALE QUAY,North Shore,Std. Bus,Standard,51000,23000,6.3,16 km/h,87,859291,2573,2165,1630,1,83%,2210112,20454,Lonsdale Quay; Lynn Valley Centre NightBus,None,11428.22434,2023,503,11428.22434
230,UPPER LONSDALE/LONSDALE QUAY,North Shore,Std. Bus,Standard,42000,20000,6.2,16 km/h,99,672623,2084,1616,1058,1,85%,1813804,16748,Lonsdale Quay,None,12982.03959,2023,504,12982.03959
232,GROUSE MOUNTAIN/PHIBBS EXCH,North Shore,Std. Bus,Standard,48000,20000,11.9,21 km/h,98,672736,2050,1511,1279,0,78%,2271519,21143,Edgemont Village; Phibbs,None,27652.22534,2023,505,27652.22534
236,GROUSE MOUNTAIN/LONSDALE QUAY,North Shore,Std. Bus,Standard,29000,22000,7.2,23 km/h,111,521717,1313,1818,1587,0,85%,2247165,20654,Lonsdale Quay,None,18095.92062,2023,506,18095.92062
240,LYNN VALLEY/DOWNTOWN,North Shore,Std. Bus,All Day Frequent,97000,187000,11.2,21 km/h,27,2996403,9033,7455,5514,6,72%,6695653,56750,Lynn Valley Centre NightBus; Vancouver City Centre,Canada Line; Expo/Millennium Line,30777.29499,2023,507,30777.29499
241,UPPER LONSDALE/DOWNTOWN,North Shore,Std. Bus,Peak Only - Limited,91000,186000,10.3,19 km/h,130,284174,1128,0,0,3,76%,923512,8672,Vancouver City Centre,Canada Line; Expo/Millennium Line,26096.34765,2023,508,26096.34765
246/249,LONSDALE QUAY/DELBROOK/HIGHLAND/DOWNTOWN,North Shore,Std. Bus,Peak Frequent,99000,185000,7.7,21 km/h,68,1152396,3569,2579,1970,1,74%,3853467,36069,Edgemont Village; Lonsdale Quay; Vancouver City Centre,Canada Line; Expo/Millennium Line,32087.58991,2023,509,32087.58991
247,GROUSE MOUNTAIN/DOWNTOWN,North Shore,Std. Bus,Peak Only - Limited,71000,166000,16.3,26 km/h,170,66351,263,0,0,1,81%,295916,2888,Vancouver City Centre,Canada Line; Expo/Millennium Line,26906.35605,2023,510,26906.35605
250,HORSESHOE BAY/DUNDARAVE/VANCOUVER,North Shore,Std. Bus,All Day Frequent,88000,183000,10.1,24 km/h,35,2216481,6449,6045,4591,21,66%,7352381,67570,Horseshoe Bay; Park Royal; Vancouver City Centre,Canada Line; Expo/Millennium Line,48665.48818,2023,511,48665.48818
251,QUEENS/PARK ROYAL,North Shore,Mini-Bus,Basic,17000,14000,9.7,26 km/h,166,79905,260,147,113,0,73%,765460,8578,Park Royal,None,16764.6239,2023,512,16764.6239
252,INGLEWOOD/PARK ROYAL,North Shore,Mini-Bus,Basic,16000,13000,6.8,23 km/h,175,55959,177,110,94,0,75%,654214,7339,Park Royal,None,12744.7088,2023,513,12744.7088
253,CAULFEILD/VANCOUVER/PARK ROYAL,North Shore,Std. Bus,Basic,83000,182000,13.9,26 km/h,128,293414,1062,265,201,8,67%,1185781,10975,Caulfeild; Park Royal; Vancouver City Centre,Canada Line; Expo/Millennium Line,38833.62245,2023,514,38833.62245
254,BRITISH PROPERTIES/PARK ROYAL/VAN,North Shore,Std. Bus,Basic,81000,174000,12.6,26 km/h,146,168906,573,254,187,3,67%,828016,7707,Park Royal; Vancouver City Centre,Canada Line; Expo/Millennium Line,48216.8763,2023,515,48216.8763
255,DUNDARAVE/CAPILANO UNIVERSITY,North Shore,Std. Bus,Standard,61000,48000,13.5,22 km/h,74,1020225,3228,2095,1620,5,60%,3495433,32568,Capilano University; Park Royal,None,32096.55079,2023,516,32096.55079
256,WHITBY ESTATE/PARK ROYAL/SPURAWAY,North Shore,Mini-Bus,Basic,18000,7000,8.6,20 km/h,161,94895,269,261,222,0,69%,491299,5415,Park Royal,None,20480.74208,2023,517,20480.74208
257,HORSESHOE BAY/VANCOUVER EXPRESS,North Shore,Artic. Bus,Standard,72000,179000,22,36 km/h,55,1411042,3677,4544,4084,5,82%,3462770,34958,Horseshoe Bay; Park Royal; Stadium-Chinatown; Vancouver City Centre,Canada Line; Expo/Millennium Line,55576.06886,2023,518,55576.06886
262,LIONS BAY/CAULFEILD,North Shore,Mini-Bus,Basic,4000,1000,12.4,47 km/h,181,33822,99,97,62,0,84%,494133,5602,Caulfeild; Horseshoe Bay,None,48130.23571,2023,519,48130.23571
301,NEWTON EXCHANGE/BRIGHOUSE STATION,Southwest,Double Decker,Peak Frequent,76000,38000,29.6,34 km/h,45,1709820,5488,2954,2844,5,73%,3808597,36050,Newton; Richmond-Brighouse; Scottsdale,Canada Line,82764.43555,2023,520,82764.43555
310,SCOTTSDALE/LADNER,Southeast,Std. Bus,Standard,30000,10000,22.3,34 km/h,108,543594,1583,1281,1278,1,78%,2252556,22968,Ladner; Matthews; Scottsdale,None,44695.25246,2023,521,44695.25246
311,SCOTTSDALE/BRIDGEPORT STN,Southeast,Double Decker,Peak Only - Limited,23000,11000,29.3,47 km/h,142,195801,777,0,0,0,87%,856048,8065,Bridgeport; Matthews; Scottsdale,Canada Line,82054.19799,2023,522,82054.19799
312,SCOTTSDALE/SCOTT ROAD STN,Southeast,Std. Bus,Standard,36000,12000,11.5,24 km/h,67,1152842,3480,2770,2179,19,90%,2394470,23027,Scott Road; Scottsdale,Expo/Millennium Line,25087.3423,2023,523,25087.3423
314,SURREY CENTRAL/SUNBURY,Southeast,Std. Bus,Basic,64000,28000,7.6,21 km/h,113,483683,1554,1001,668,15,77%,1075928,10172,King George; Surrey Central,Expo/Millennium Line,31756.75697,2023,524,31756.75697
316,SURREY CENTRAL STN/SCOTTSDALE,Southeast,Std. Bus,Basic,56000,19000,10.7,21 km/h,85,891679,2660,2327,1668,10,80%,1683315,17051,Scottsdale; Surrey Central,Expo/Millennium Line,20498.45576,2023,525,20498.45576
319,SCOTT STN/NEWTON EXCH/SCOTTSDALE,Southeast,Std. Bus,All Day Frequent,45000,22000,10.7,21 km/h,4,6832902,20400,16319,13908,22,68%,10486822,101076,Newton; Scott Road; Scottsdale,Expo/Millennium Line,36296.12022,2023,526,36296.12022
320,LANGLEY/FLEETWOOD/SURREY CTRL STN,Southeast,Std. Bus,All Day Frequent,91000,54000,14.5,23 km/h,37,2101594,6239,5098,4355,16,79%,5313827,52084,Cloverdale; Guildford; Langley Centre; Surrey Central,Expo/Millennium Line,58166.77239,2023,527,58166.77239
321,WHITE ROCK/NEWTON/SURREY CTRL STN,Southeast,Std. Bus,All Day Frequent,117000,57000,22.9,25 km/h,19,3562091,10301,9417,7862,29,71%,6827256,75290,Columbia; King George; New Westminster; Newton; Scott Road; South Surrey; Surrey Central; White Rock Centre,Expo/Millennium Line,93109.92143,2023,528,93109.92143
322,NEWTON EX/SCOTTSDALE,Southeast,Mini-Bus,Standard,50000,11000,14.7,24 km/h,90,831059,2533,1801,1632,7,88%,1512419,30297,Newton; Scottsdale,None,33134.49406,2023,529,33134.49406
323,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Std. Bus,All Day Frequent,42000,32000,9.9,19 km/h,13,4125521,12162,9999,8899,29,79%,5049848,58703,Newton; Surrey Central,Expo/Millennium Line,22680.12601,2023,530,22680.12601
324,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Std. Bus,Standard,43000,31000,10.8,21 km/h,54,1425345,4392,3119,2583,19,79%,2291751,23776,Newton; Surrey Central,Expo/Millennium Line,20110.95377,2023,531,20110.95377
325,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Std. Bus,Standard,45000,21000,7.5,20 km/h,58,1284872,3869,2897,2618,17,86%,1985540,19226,Newton; Surrey Central,Expo/Millennium Line,16208.32498,2023,532,16208.32498
326,GUILDFORD/SURREY CENTRAL STN,Southeast,Std. Bus,Basic,66000,30000,12.4,21 km/h,114,482115,1600,797,621,9,80%,1255988,13168,Guildford; King George; Surrey Central,Expo/Millennium Line,28599.96513,2023,533,28599.96513
329,SURREY CENTRAL STN/SCOTTSDALE,Southeast,Std. Bus,Basic,66000,31000,8.9,19 km/h,145,178794,623,437,0,5,73%,383405,3868,King George; Scottsdale; Surrey Central,Expo/Millennium Line,25818.01441,2023,534,25818.01441
335,NEWTON/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Frequent,101000,37000,13.9,22 km/h,15,3718333,11512,8097,6547,29,75%,5773820,60419,Gateway; Guildford; Newton; Surrey Central,Expo/Millennium Line,47237.58418,2023,535,47237.58418
337,FRASER HEIGHTS/GUILDFORD/SURREY CTR,Southeast,Std. Bus,Peak Frequent,47000,24000,7.8,26 km/h,86,875854,2630,1977,1812,2,84%,2185976,22797,Guildford; Surrey Central,Expo/Millennium Line,24415.31113,2023,536,24415.31113
340,SCOTTSDALE/22ND ST STN,Southeast,Double Decker,Peak Frequent,26000,7000,16.6,37 km/h,52,1446387,4497,3125,2491,2,92%,2831872,27557,22nd Street; Scottsdale,Expo/Millennium Line,46633.4509,2023,537,46633.4509
341,GUILDFORD/NEWTON EXCH,Southeast,Std. Bus,Standard,65000,18000,9.1,21 km/h,77,933325,2821,2062,1896,6,86%,2024962,19462,Guildford; Newton,None,24871.45124,2023,538,24871.45124
342,LANGLEY CENTRE/NEWTON EXCHANGE,Southeast,Std. Bus,Standard,56000,31000,21,26 km/h,51,1460432,4599,3137,2296,14,78%,3886378,36613,Cloverdale; Langley Centre; Newton,None,50914.68303,2023,539,50914.68303
345,KING GEORGE STN/WHITE ROCK CENTRE,Southeast,Std. Bus,Peak Frequent,63000,29000,20.1,25 km/h,73,1095543,4347,0,0,33,78%,2469670,26020,King George; White Rock Centre,Expo/Millennium Line,52514.60452,2023,540,52514.60452
351,WHITE ROCK CTR/BRIDGEPORT STN,Southeast,Double Decker,All Day Frequent,33000,18000,38.3,49 km/h,53,1432399,4187,3620,3117,0,77%,6393870,59428,Bridgeport; Matthews; South Surrey; White Rock Centre,Canada Line,112161.1032,2023,541,112161.1032
352,OCEAN PARK /BRIDGEPORT STN,Southeast,Std. Bus,Peak Only - Limited,35000,15000,43.6,50 km/h,156,101359,402,0,0,0,83%,976734,9137,Bridgeport; South Surrey; White Rock Centre,Canada Line,115325.3281,2023,542,115325.3281
354,WHITE ROCK SOUTH/BRIDGEPORT STATION,Southeast,Std. Bus,Peak Only - Limited,49000,24000,45.6,43 km/h,153,117851,468,0,0,1,80%,815855,7640,Bridgeport; South Surrey; White Rock Centre,Canada Line,123607.416,2023,543,123607.416
360,OCEAN PARK/PEACE ARCH HOSPITAL,Southeast,Mini-Bus,Basic,29000,10000,12.3,29 km/h,171,61597,213,84,59,0,73%,608120,8830,White Rock Centre,None,20607.7381,2023,544,20607.7381
361,OCEAN PARK/WHITE ROCK CENTRE,Southeast,Mini-Bus,Basic,35000,11000,11.3,27 km/h,163,93058,305,170,123,0,82%,646831,9374,White Rock Centre,None,19923.96067,2023,545,19923.96067
362,SEASIDE/WHITE ROCK CENTRE,Southeast,Mini-Bus,Standard,23000,10000,3.7,19 km/h,164,92399,200,385,361,0,78%,364176,5453,White Rock Centre,None,10072.60049,2023,546,10072.60049
363,SOUTHPOINT/PEACE ARCH HOSPITAL,Southeast,Mini-Bus,Standard,40000,17000,12.1,24 km/h,140,203285,576,552,486,0,77%,1268119,18496,White Rock Centre,None,24150.78851,2023,547,24150.78851
364,LANGLEY CTR/ SCOTTSDALE,Southeast,Std. Bus,Standard,65000,32000,21.7,25 km/h,46,1687818,5148,3960,3056,15,72%,3437474,34413,Langley Centre; Scottsdale,None,55646.88246,2023,548,55646.88246
371,SURREY CNTRL/SCOTT RD STN,Southeast,Mini-Bus,Basic,26000,20000,8.2,22 km/h,134,262667,829,576,396,1,82%,615613,9714,Gateway; Scott Road; Surrey Central,Expo/Millennium Line,15028.63486,2023,549,15028.63486
373,GUILDFORD/ SURREY CNTRL STN,Southeast,Mini-Bus,Peak Frequent,54000,26000,10.2,22 km/h,93,749241,2289,1660,1418,5,75%,1319484,25145,Gateway; Guildford; Surrey Central,Expo/Millennium Line,24320.45712,2023,550,24320.45712
375,WHITE ROCK/WHITE ROCK STH/GUILDFORD,Southeast,Std. Bus,Standard,72000,25000,22.8,25 km/h,84,894606,2138,3397,2951,6,68%,2659860,25426,Guildford; White Rock Centre,None,56367.18998,2023,551,56367.18998
388,22ND ST STN/CARVOLTH EXCH,Southeast,Std. Bus,Peak Only - Limited,45000,29000,26.3,29 km/h,123,409797,1626,0,0,1,71%,1561349,14888,22nd Street; Carvolth,Expo/Millennium Line,77111.18124,2023,552,77111.18124
391,SCOTTSDALE/SCOTT ROAD STN,Southeast,Std. Bus,Peak Only - Limited,33000,11000,10.7,22 km/h,157,101257,402,0,0,12,85%,223483,2217,Scott Road; Scottsdale,Expo/Millennium Line,22783.61539,2023,553,22783.61539
393,NEWTON EXCH/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Only - Limited,55000,27000,13.4,20 km/h,151,137509,546,0,0,25,81%,221969,2132,Newton; Surrey Central,Expo/Millennium Line,35125.2008,2023,554,35125.2008
394,WHITE ROCK/KING GEORGE STN EXPRESS,Southeast,Std. Bus,Peak Only - Limited,52000,36000,21.9,27 km/h,137,245466,974,0,0,2,77%,1268118,11502,King George; South Surrey; White Rock Centre,Expo/Millennium Line,59522.73313,2023,555,59522.73313
395,LANGLEY CENTRE/KING GEORGE STN,Southeast,Std. Bus,Peak Only - Limited,62000,42000,20.9,27 km/h,147,149581,594,0,0,18,75%,692951,6217,King George; Langley Centre,Expo/Millennium Line,48383.66814,2023,556,48383.66814
401,RICHMOND-BRIGHOUSE STN / ONE ROAD,Southwest,Std. Bus,Peak Frequent,53000,30000,9.4,24 km/h,62,1221778,3730,2794,2257,4,77%,3171735,29332,Richmond-Brighouse; Steveston,Canada Line,25652.11608,2023,557,25652.11608
402,TWO ROAD/BRIGHOUSE STATION,Southwest,Std. Bus,Peak Frequent,62000,29000,9.1,23 km/h,88,858070,2724,1648,1418,2,94%,2315531,21379,Richmond-Brighouse; Steveston,Canada Line,17586.12846,2023,558,17586.12846
403,BRIDGEPORT STN/THREE ROAD,Southwest,Std. Bus,Peak Frequent,62000,53000,10.2,21 km/h,47,1683220,4946,4257,3554,5,80%,4087265,38818,Aberdeen; Bridgeport; Lansdowne; Richmond-Brighouse,Canada Line,29247.20648,2023,559,29247.20648
404,FOUR ROAD/BRIGHOUSE STATION,Southwest,Std. Bus,Standard,48000,27000,8.1,24 km/h,119,456850,1383,1006,923,1,89%,1986818,18436,Richmond-Brighouse,Canada Line,17908.96185,2023,560,17908.96185
405,FIVE ROAD/CAMBIE,Southwest,Std. Bus,Standard,70000,62000,18.7,26 km/h,97,675453,2144,1328,1090,0,71%,2446474,22744,Knight Street-Marine Drive; Lansdowne; Richmond-Brighouse,Canada Line,49994.91303,2023,561,49994.91303
406,RICHMOND BRIGHOUSE STN/STEVESTON,Southwest,Std. Bus,All Day Frequent,63000,29000,10,26 km/h,57,1369755,4064,3332,2842,3,96%,3915560,36273,Richmond-Brighouse; Steveston,Canada Line,22156.02329,2023,562,22156.02329
407,GILBERT/BRIDGEPORT,Southwest,Std. Bus,Standard,81000,58000,15.2,23 km/h,75,1003556,3237,1756,1587,0,81%,3605710,33424,Bridgeport; Knight Street-Marine Drive; Lansdowne; Steveston,Canada Line,51924.92311,2023,563,51924.92311
408,BRIGHOUSE/IRONWOOD/RIVERPORT,Southwest,Std. Bus,Peak Frequent,57000,29000,8.3,24 km/h,60,1242548,3935,2483,2012,4,86%,2866000,26583,Richmond-Brighouse,Canada Line,19378.72437,2023,564,19378.72437
410,RICHMOND-BRIGHOUSE STN/22ND ST STN,Southwest,Std. Bus,All Day Frequent,66000,60000,18.3,28 km/h,21,3296801,10055,7415,6224,8,78%,6959054,66086,22nd Street; Aberdeen; Lansdowne; Richmond-Brighouse,Canada Line; Expo/Millennium Line,66894.8101,2023,565,66894.8101
412,BRIDGEPORT STATION/SEA ISLAND SOUTH,Southwest,Mini-Bus,Basic,5000,8000,6.9,29 km/h,154,115333,445,65,0,0,92%,712016,8439,Bridgeport,Canada Line,15746.47797,2023,566,15746.47797
413,RIVERPORT/STEVESTON,Southwest,Mini-Bus,Basic,37000,8000,10.7,27 km/h,152,120809,372,293,199,0,81%,670879,9646,Steveston,None,23291.61106,2023,567,23291.61106
414,RICHMOND OVAL/BRIGHOUSE STN,Southwest,Mini-Bus,Basic,37000,27000,4.1,18 km/h,176,55086,190,143,0,0,80%,267847,3873,Richmond-Brighouse,Canada Line,12242.97628,2023,568,12242.97628
416,EAST CAMBIE/BRIGHOUSE STATION,Southwest,Mini-Bus,Peak Only - Limited,50000,42000,10.9,22 km/h,169,68917,273,0,0,1,68%,323553,4750,Lansdowne; Richmond-Brighouse,Canada Line,22598.43008,2023,569,22598.43008
418,KINGSWOOD/22ND ST STN,Southwest,Std. Bus,Peak Only - Limited,11000,6000,8.5,31 km/h,127,314356,1247,0,0,0,73%,754286,7528,22nd Street,Expo/Millennium Line,28432.21095,2023,570,28432.21095
430,METROTOWN/BRIGHOUSE STATION,Southwest,Std. Bus,Peak Frequent,100000,73000,18.9,22 km/h,31,2375121,7074,5754,4839,16,68%,4405034,44100,Bridgeport; Metrotown; Richmond-Brighouse,Canada Line; Expo/Millennium Line,39050.31479,2023,571,39050.31479
501,LANGLEY CENTRE/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Frequent,68000,65000,27.4,27 km/h,44,1792930,5753,3728,2488,14,77%,4986833,48422,Carvolth; Guildford; Langley Centre; Surrey Central,Expo/Millennium Line,71141.1365,2023,572,71141.1365
502,LANGLEY CENTRE/SURREY CENTRAL STN,Southeast,Std. Bus,All Day Frequent,67000,41000,18.7,25 km/h,41,1957241,5635,5594,4086,15,84%,6241032,58882,King George; Langley Centre; Surrey Central,Expo/Millennium Line,49031.66033,2023,573,49031.66033
503,ALDERGROVE/SURREY CENTRAL STN,Southeast,Std. Bus,All Day Frequent,78000,46000,22.5,29 km/h,29,2530230,7827,5320,4632,22,81%,7954672,72793,King George; Langley Centre; Surrey Central,Expo/Millennium Line,82280.32794,2023,574,82280.32794
509,WALNUT GROVE/SURREY CENTRAL STN,Southeast,Std. Bus,Peak Only - Limited,71000,42000,21.9,34 km/h,160,94911,377,0,0,0,76%,702423,7107,Carvolth; Guildford; Langley Centre; Surrey Central,Expo/Millennium Line,90741.23441,2023,575,90741.23441
531,WHITE ROCK CENTRE/WILLOWBROOK,Southeast,Std. Bus,Standard,57000,38000,19.5,28 km/h,79,921098,2928,1793,1488,10,87%,3091104,30168,Langley Centre; White Rock Centre,None,58328.67548,2023,576,58328.67548
555,CARVOLTH EXCH / LOUGHEED STN,Southeast,Double Decker,Peak Frequent,23000,13000,22.1,67 km/h,70,1122908,3770,1819,1300,8,94%,2150689,19841,Carvolth; Lougheed Town Centre,Expo/Millennium Line,66250.32823,2023,577,66250.32823
595,MAPLE MEADOWS STN/LANGLEY CENTRE,Southeast,Std. Bus,Standard,33000,31000,18.2,31 km/h,107,567037,1805,1126,888,1,77%,1951907,18494,Carvolth; Langley Centre; Maple Meadows,West Coast Express,40898.60117,2023,578,40898.60117
601,SOUTH DELTA/BOUNDARY BAY/BRIDGEPORT,Southwest,Std. Bus,Peak Frequent,29000,15000,24.9,37 km/h,71,1116255,3276,2805,2389,5,79%,4854479,45743,Bridgeport; Ladner; South Delta,Canada Line,97661.76593,2023,579,97661.76593
603,BEACH GROVE/BRIDGEPORT,Southwest,Std. Bus,Peak Only - Limited,22000,10000,14.7,35 km/h,179,38068,151,0,0,0,79%,421456,3936,Bridgeport; South Delta,Canada Line,82137.2626,2023,580,82137.2626
609,TSAWWASSEN FIRST NATION/SOUTH DELTA,Southwest,Mini-Bus,Basic,8000,4000,6.5,23 km/h,183,19443,60,43,34,0,76%,419282,5992,South Delta,None,12079.84166,2023,581,12079.84166
614,ENGLISH BLUFF/SOUTH DELTA EXCH,Southwest,Mini-Bus,Basic,17000,5000,6.7,27 km/h,191,10812,30,34,23,0,85%,197143,2879,South Delta,None,19876.37333,2023,582,19876.37333
616,LADNER SOUTH/LADNER EXCH,Southwest,Mini-Bus,Basic,13000,6000,3.8,26 km/h,182,21481,70,41,28,0,95%,300047,4262,Ladner,None,11333.76228,2023,583,11333.76228
618,LADNER NORTH/LADNER EXCH,Southwest,Mini-Bus,Basic,15000,5000,4.3,27 km/h,186,18340,60,39,22,0,92%,297993,4323,Ladner,None,14958.03523,2023,584,14958.03523
619,BOUNDARY BAY/SOUTH DELTA REC CENTRE,Southwest,Mini-Bus,Basic,8000,3000,5.5,28 km/h,192,10496,31,28,19,0,90%,182361,2712,South Delta,None,11306.01602,2023,585,11306.01602
620,TSAWWASSEN FERRY/BRIDGEPORT STATION,Southwest,Double Decker,Special,10000,7000,27.9,47 km/h,91,820365,2045,2630,2755,13,73%,2715435,25772,Bridgeport; Ladner; Tsawwassen Ferry Terminal,Canada Line,74322.14361,2023,586,74322.14361
640,LADNER EXCH/SCOTT ROAD STN,Southeast,Std. Bus,Peak Frequent,13000,22000,20.6,35 km/h,66,1156703,3910,1692,1378,2,84%,4369054,45557,Ladner; Scott Road,Expo/Millennium Line,50630.76439,2023,587,50630.76439
701,HANEY/MAPLE RIDGE EAST/COQ STN,Maple Ridge/Pitt Meadows,Std. Bus,All Day Frequent,63000,35000,25.4,29 km/h,63,1210646,3606,2927,2470,0,73%,6265300,57886,Coquitlam Central; Haney Place; Maple Meadows; Mission City; Pitt Meadows,Expo/Millennium Line; West Coast Express,119053.5939,2023,588,119053.5939
719/722,MEADOWTOWN/FRASER WAY/BONSON,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,17000,9000,6,23 km/h,184,19392,73,22,0,0,79%,350788,5084,Maple Meadows; Meadowtown; Pitt Meadows,West Coast Express,18891.81373,2023,589,18891.81373
733,ROCK RIDGE/HANEY PL/PT HANEY STN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,20000,9000,6.9,28 km/h,173,60016,191,118,95,0,90%,527017,7742,Haney Place; Port Haney,West Coast Express,18550.64691,2023,590,18550.64691
741,ANDERSON CREEK/HANEY PL/PT HANEY ST,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,18000,9000,7,28 km/h,172,61275,198,110,92,0,91%,509283,7432,Haney Place; Port Haney,West Coast Express,19646.22882,2023,591,19646.22882
743,HANEY PL/MAPLE MDWS STN/MEADOWTOWN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,27000,16000,7.7,25 km/h,177,51785,188,83,6,0,84%,741062,10735,Haney Place; Maple Meadows; Meadowtown; Port Haney,West Coast Express,21590.00886,2023,592,21590.00886
744,HANEY PL/MAPLE MDWS STN/MEADOWTOWN,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,30000,16000,11.3,25 km/h,167,78242,287,118,0,0,80%,726838,10574,Haney Place; Maple Meadows; Meadowtown,West Coast Express,19232.56426,2023,593,19232.56426
745/746,HANEY PLACE/COTTONWOOD/ALBION,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,33000,11000,10.9,30 km/h,144,183722,643,236,157,0,79%,1004135,15860,Haney Place; Port Haney,West Coast Express,39040.43849,2023,594,39040.43849
748,THORNHILL/HANEY PLACE,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,17000,9000,19.6,37 km/h,189,13821,49,31,0,0,75%,195255,2672,Haney Place; Port Haney,West Coast Express,40991.87422,2023,595,40991.87422
749,RUSKIN/HANEY PLACE,Maple Ridge/Pitt Meadows,Mini-Bus,Basic,14000,8000,17.4,40 km/h,187,14341,50,35,0,0,75%,175199,2547,Haney Place,None,47075.00445,2023,596,47075.00445
791,HANEY PLACE/BRAID STN,Maple Ridge/Pitt Meadows,Std. Bus,Basic,37000,43000,26.9,32 km/h,109,537264,2132,0,0,3,79%,2170748,21174,Braid; Haney Place; Maple Meadows; Pitt Meadows,Expo/Millennium Line; West Coast Express,67938.78408,2023,597,67938.78408
